Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Coverage (%) Sample 15,Coverage (%) Sample 16,Coverage (%) Sample 17,Coverage (%) Sample 18,Coverage (%) Sample 19,Coverage (%) Sample 20,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,Area Sample 15,Area Sample 16,Area Sample 17,Area Sample 18,Area Sample 19,Area Sample 20,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,#Spec Sample 15,#Spec Sample 16,#Spec Sample 17,#Spec Sample 18,#Spec Sample 19,#Spec Sample 20,PTM,Avg. Mass,Description
123,144,KNOT_6551633,57.08,3,3,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1.64E6,2.17E6,,,,,5.81E6,4.26E6,,9.04E5,,,,,,,,,,,3,3,2,2,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,,29331,hypothetical protein
94,94,GROUPS_6430939,57.04,23,0,0,0,0,5,0,0,0,0,0,7,0,5,5,0,0,5,0,5,10,,,,,,,,,,,2.87E4,,,,,,2.53E5,,,2.16E5,5,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,4,4,,16464,hypothetical protein
14,183,GROUPS_11330939,56.66,6,3,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2.57E4,,2.45E7,5.61E7,5.71E7,,,,,2.24E5,2.62E5,,,,,,,5.83E4,,,4,3,5,2,9,9,9,3,0,0,3,5,3,0,0,0,0,0,0,1,0,0,,38731,hypothetical protein
230,85,KNOT_10819984,56.45,13,6,6,0,0,5,0,6,6,6,0,0,0,0,0,0,0,0,7,0,0,2.59E5,3.56E5,,,,,4.71E5,4.13E5,0E0,,,,,,,,,2.21E5,,,3,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,14520,26 kDa periplasmic immunogenic protein
185,167,GROUPS_11486880,55.91,10,5,0,2,0,2,0,5,5,0,5,5,0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,,22622,ATP synthase subunit beta
98,468,KNOT_32394610,55.64,5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,7.3E4,2.82E5,1.62E5,4.19E5,,,,,8.37E4,5.05E4,,,,,,6.09E5,,1.09E5,,9,8,0,1,2,1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,,172854,Chromosome partition protein Smc
616,75,KNOT_9781110,55.31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,12,,,,,,,,,,,,,,,,,,,,1.35E5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,14853,hypothetical protein
132,287,KNOT_31378012,55.24,13,1,0,1,2,0,0,0,3,0,1,2,0,0,0,0,0,0,4,0,0,2.73E5,,4.47E4,0E0,,,,2.14E5,,3.25E4,0E0,,,,,,,2.31E6,,,9,9,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,,82365,ATP-dependent Clp protease ATP-binding subunit ClpA
47,95,KNOT_7799781,55.02,10,4,4,4,4,4,4,5,4,4,4,4,4,0,0,0,0,5,0,0,0,,,,,,,4.27E4,,,,,,,,,,1.1E5,,,,4,2,1,1,1,1,1,1,4,4,1,1,1,2,0,0,0,0,1,0,0,0,,17481,hypothetical protein
1779,306,GROUPS_8529275,54.79,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,,,,,,,,,,,,,,,9.96E2,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,8819,hypothetical protein
75,267,GROUPS_11924069,54.47,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,4E4,,2.05E4,,6.73E4,,,,,,,,,,,,,,,3,2,1,2,0,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,40315,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
189,189,GROUPS_15152720,54.43,4,4,4,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,2.9E5,3.72E5,,,,,2.5E4,4.23E5,,3.44E4,,,,,,,,,,,2,2,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,22696,hypothetical protein
1836,190,KNOT_2713736,54.28,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,7.82E5,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,51158,Type II secretion system protein D
93,51,KNOT_11366987,53.94,21,0,0,9,9,5,5,5,5,0,15,9,0,0,0,0,0,7,6,0,0,,,6.08E5,2.44E6,1.2E5,3.3E4,9.46E5,9.6E5,,4.69E5,2.2E5,,,,,,1.3E5,5.92E4,,,4,4,0,0,1,2,1,1,1,1,0,2,2,0,0,0,0,0,1,1,0,0,Carbamidomethylation,18015,hypothetical protein
835,202,GROUPS_14644330,53.89,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,,,,,,,,,,,,,,,,,5.38E5,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,12562,Triosephosphate isomerase
835,215,GROUPS_13135718,53.89,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,,,,,,,,,,,,,,,,,5.38E5,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,9753,Triosephosphate isomerase
622,1753,GROUPS_3605061,53.83,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,,,,,,,,,,,,,,,,6.23E6,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,11979,Enolase
369,69,KNOT_2764469,53.62,12,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,,,,1.89E6,1.94E6,,,,,,,,,,,,1.01E5,,7.96E4,9.03E4,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,28841,hypothetical protein
525,260,KNOT_1454776,53.39,18,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,0,0,4,0,,,,,,,9.91E4,,,,,,6.64E3,,,5.26E3,,,4.44E4,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,,25735,Thiol:disulfide interchange protein DsbA
103,43,KNOT_16829144,53.22,5,0,1,4,2,1,1,2,0,0,2,2,0,1,0,0,1,0,0,0,0,,0E0,3.29E5,1.67E4,,9.68E3,1.04E4,,,1.41E4,1.32E4,,,,,,,,,,4,3,0,1,3,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,,93454,Negative regulator of genetic competence ClpC/MecB
736,52,KNOT_5179239,53.13,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1.2E5,,,,,,,,,,,,,,,,,2.38E5,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,40039,DNA polymerase III subunit alpha
46,87,GROUPS_8163195,52.99,4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,2,0,0,,,,,,,0E0,,,,,,,,,,,1.19E5,,,4,2,1,1,1,1,1,1,4,4,1,1,1,2,0,0,0,0,0,1,0,0,,79588,hypothetical protein
15,146,KNOT_3783556,52.79,7,4,5,4,4,6,4,5,5,4,4,4,0,0,0,0,0,0,0,0,0,5.88E4,9.61E5,5.71E5,5.2E5,9.52E5,2.6E5,1.56E5,5.67E5,1.97E5,4.8E5,1.2E6,,,,,,,,,,3,2,1,5,6,4,11,5,2,2,3,6,3,0,0,0,0,0,0,0,0,0,,22243,hypothetical protein
737,93,KNOT_1944980,52.67,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,6.35E4,,,,,,,,,,,,,1.36E5,,,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,26514,Triosephosphate isomerase
602,172,KNOT_24996479,52.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,,24163,30S ribosomal protein S3
113,987,KNOT_37710948,52.22,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,5,0,0,0,,,,6.73E5,,,,,,,,,2.41E4,,1.5E5,1.4E4,1.84E5,,,,7,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,Oxidation (M),88465,Fe(3+)-pyochelin receptor
76,104,GROUPS_5525397,52.17,8,7,7,8,8,6,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,5.98E5,2.51E5,2.65E7,3.34E7,1.25E7,,,2.13E5,9.32E4,2.41E5,7.12E4,,,,,,,,,,2,2,1,1,4,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,12806,hypothetical protein
462,24,KNOT_5954220,52.00,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,5.44E4,9E3,,,,,,,,,,,,,,0E0,,,,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,93798,Alanine racemase 1
39,272,KNOT_32677599,51.88,14,9,9,9,9,9,9,14,14,9,9,9,9,0,0,0,0,0,0,0,0,1.92E7,0E0,5.72E5,6.65E5,2.46E5,7.29E4,3.55E7,3.05E7,5.67E6,6.4E6,2.12E6,1.84E6,,,,,,,,,2,2,1,1,1,1,3,1,4,5,3,2,1,1,0,0,0,0,0,0,0,0,,10517,hypothetical protein
78,57,KNOT_174436,51.79,10,0,2,3,4,1,0,0,1,2,0,2,0,1,1,0,1,1,0,0,0,,9.56E3,2.68E4,1.67E4,,,,,2.35E4,,2.18E4,,,1.87E4,,,,,,,6,4,0,1,2,2,1,0,0,1,1,0,1,0,1,1,0,1,2,0,0,0,Oxidation (M),70984,ATP-dependent Clp protease ATP-binding subunit ClpC
178,105,KNOT_568148,51.78,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,12,5,5,5,,,,,,,,,,,,,,,3.4E3,,,,,,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,1,Oxidation (M),15729,Glyceraldehyde-3-phosphate dehydrogenase A
187,271,GROUPS_12632668,51.76,7,0,6,6,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,4.31E4,9.16E5,2.8E6,7.73E3,,2.96E5,1.58E5,,,,,,,,,,,,,3,3,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,17853,hypothetical protein
54,217,GROUPS_11059892,51.72,6,4,4,4,6,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,,,,7.25E4,,,,,,,,,,,,,,,,,3,1,1,1,1,2,1,1,3,4,1,1,1,2,0,0,0,0,0,0,0,0,,19500,Elongation factor P
53,70,KNOT_1024463,51.71,9,4,4,2,2,2,2,4,2,2,2,0,2,0,0,5,0,0,0,0,0,5.09E6,6.05E6,1.51E5,0E0,1.32E5,1E5,4.84E6,4.89E6,1.25E6,1.5E6,,2.72E5,,,1.47E6,,,,,,4,4,3,3,1,1,1,1,2,1,1,2,0,1,0,0,2,0,0,0,0,0,,46583,Trigger factor
321,155,KNOT_6021588,51.70,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,5,0,0,0,,,,,1.23E6,0E0,,,,,,,,,4.1E4,,,,,,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,28147,Triosephosphate isomerase
153,74,KNOT_12345107,51.54,17,8,8,7,0,7,0,13,8,0,0,0,0,0,0,0,0,0,4,0,0,5.47E5,8.7E5,1.6E5,,1.72E5,,7.67E5,2.1E5,,,,,,,,,,6.53E4,,,4,4,1,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,Oxidation (M),20836,hypothetical protein
901,629,GROUPS_14140192,51.17,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,4,0,0,,,,,,0E0,,,,,,,,,0E0,,,,,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,16897,hypothetical protein
109,385,KNOT_31121127,51.04,6,1,1,0,0,1,0,1,0,1,1,0,2,0,0,0,0,2,0,0,0,1.01E5,9.15E3,,,3.06E6,,2.49E5,,1.99E5,1.13E4,,3.74E4,,,,,2.43E5,,,,8,7,1,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,2,1,0,0,Oxidation (M),150022,hypothetical protein
72,163,KNOT_30680960,50.94,3,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E5,,2.3E7,5.06E7,7.07E6,,,,,,,,,,,,,,,,4,3,3,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76379,Thermophilic serine proteinase
261,667,GROUPS_15155215,50.84,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.88E5,1.9E5,,1.97E5,,,,,,,,,,,,,3.52E6,,,,6,5,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,137623,hypothetical protein
601,121,KNOT_21545872,50.84,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,4,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,,24025,30S ribosomal protein S3
450,30,KNOT_66039,50.60,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,4.5E5,,,,3.46E5,,0E0,,,,,,,,1.91E6,,,,4,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Oxidation (M),186614,hypothetical protein
905,919,GROUPS_12644011,50.05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,,,,,,,,,,,,,,,,,3.39E6,,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,24119,hypothetical protein
304,515,|#CONTAM#TRY2_BOVIN|,49.95,10,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,0,,,,,,,,,,,,,,,,,8.17E4,,,,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,Carbamidomethylation,26290,sp|#CONTAM#TRY2_BOVIN|
336,740,KNOT_36246993,49.93,8,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,1,0,0,0,,,,,,,2.2E4,1.14E3,,,0E0,3.07E4,,,,,6.42E5,,,,5,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,,71924,Calcium-transporting ATPase
412,199,KNOT_9032134,49.66,10,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3.79E5,5.73E4,,,,,7.35E4,5.96E4,,,,,,,,,,,,,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),18296,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
412,249,KNOT_11174892,49.66,10,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3.79E5,5.73E4,,,,,7.35E4,5.96E4,,,,,,,,,,,,,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),18888,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
1838,503,KNOT_22183920,49.65,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,,,,,,,,,,,,,7.55E4,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,9682,ATP synthase subunit beta  sodium ion specific
112,55,KNOT_19509224,49.57,6,2,0,2,3,2,2,2,1,0,0,5,0,0,0,0,0,0,0,0,1,7.17E5,,1.04E6,1.09E6,4.77E5,2E5,1.19E6,1.16E4,,,8.59E5,,,,,,,,,6.94E5,4,4,1,0,1,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,,88541,hypothetical protein
97,152,KNOT_11564407,49.54,11,5,5,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,1.26E6,7.84E5,6.95E6,1.08E7,,,,2.2E5,,2.42E4,,,,,,,,,5.44E4,,3,3,1,2,3,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,Carbamidomethylation,16251,hypothetical protein
1897,658,GROUPS_12322695,49.50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,,,,,,,,,,,,,,,,2.33E6,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,9681,hypothetical protein
241,476,GROUPS_14162439,49.40,6,0,0,6,6,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,6,,,1.56E5,1.59E5,,5.79E4,,,,,,,3.5E5,,,,,0E0,,5.35E4,2,2,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,17173,hypothetical protein
51,80,GROUPS_10865582,49.25,7,2,2,2,2,2,2,0,2,2,2,2,5,0,0,0,0,0,0,0,2,5.8E6,5.8E6,6.87E6,1.2E7,9.16E5,2.95E5,,2.22E6,9.68E5,2.67E6,6.53E5,3.06E5,,,,,,,,6.87E4,3,3,1,1,3,3,2,2,0,1,1,1,1,2,0,0,0,0,0,0,0,1,,52362,hypothetical protein
16,117,KNOT_35168150,49.25,3,3,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,,,,,,6.24E5,,,,,5.88E6,,,,,,,,,,3,1,4,2,8,7,5,4,1,0,3,5,3,0,0,0,0,0,0,0,0,0,,27320,hypothetical protein
356,45,KNOT_17628575,48.92,9,0,0,0,0,0,0,1,1,5,0,3,0,0,0,0,0,0,0,0,0,,,,,,,6.25E4,5.72E4,3.83E0,,8.32E4,,,,,,,,,,4,4,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,82722,hypothetical protein
55,240,KNOT_24302137,48.91,12,5,5,5,5,5,5,5,5,12,5,5,5,0,0,0,0,0,0,0,0,,,,,,,,,7.28E5,,,,,,,,,,,,3,1,1,1,1,1,1,1,3,4,2,1,1,2,0,0,0,0,0,0,0,0,,14938,hypothetical protein
95,114,KNOT_498041,48.52,4,4,4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,1.13E5,1.5E5,1E6,8.85E5,1.99E5,1.09E5,8.91E4,,7.33E4,1.13E5,4.05E4,,,,,,,,,,1,1,1,2,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,27939,hypothetical protein
571,110,KNOT_411870,48.47,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,,,,,,,,,,,,1.36E4,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,,26508,30S ribosomal protein S3
411,63,KNOT_9670926,48.40,13,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,8.5E5,7.34E5,,,,,,,,,,,,,8.73E5,,,,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,23941,ATP-dependent zinc metalloprotease FtsH 4
573,810,KNOT_30650277,48.07,13,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,,,8.43E2,3.09E2,,,,,,,,,,,,3.14E4,,,,,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,30497,hypothetical protein
272,1122,KNOT_7818690,48.04,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,,5.53E4,,,,,4.71E4,,,,,,,,5.7E4,,9.48E3,,8.63E4,,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,,63056,Spore coat protein SA
111,62,KNOT_2545232,47.90,8,4,3,4,2,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,7.4E6,3.48E6,3.88E5,4.96E5,,2.22E4,,9.28E4,,1.77E5,1.32E5,,,,,,,,,,4,4,2,1,2,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,51844,Chaperone protein DnaJ
1013,228,GROUPS_10127683,47.79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,,,,,,,,,,,,,,,,,,,2.23E5,1.87E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Carbamidomethylation,17496,50S ribosomal protein L2
277,1169,KNOT_18144566,47.78,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,,,,,,,,,,3.1E5,,,,,,,0E0,,,,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,,74806,Chaperone protein DnaK
547,1272,GROUPS_13332485,47.77,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,,,,,,,,,,,,4.42E3,,,,,1.77E5,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,58042,hypothetical protein
903,793,KNOT_33010566,47.68,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,9E5,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,18256,hypothetical protein
236,205,GROUPS_13662120,47.65,19,0,0,7,7,0,0,0,0,0,0,0,0,7,6,0,6,6,0,0,0,,,1.7E4,2.84E4,,,,,,,,,3.87E4,2E5,,3.08E5,2.87E6,,,,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,,14005,hypothetical protein
362,89,KNOT_22714231,47.60,4,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,2.06E5,,,,,,,2.74E5,,,,,,,,,,4,3,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,67968,hypothetical protein
186,98,KNOT_32971917,47.20,22,0,7,5,5,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,,1.05E4,3.55E5,7.21E4,2.35E6,,,4.05E4,,4.03E3,,,,,,,,,,,4,4,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Oxidation (M),19820,hypothetical protein
202,91,GROUPS_12915504,47.04,6,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,5.75E5,8.54E6,5.46E5,,,,,,,,,,,,0E0,,,,3,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,49278,Serine/threonine-protein kinase AfsK
212,112,KNOT_52854,46.98,7,0,0,0,0,0,0,4,0,2,2,0,2,0,0,0,0,0,2,0,0,,,,,,,1.07E6,,7.52E3,0E0,,2.47E5,,,,,,2.8E5,,,4,4,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,2,0,0,,52778,hypothetical protein
2513,108,KNOT_26333074,46.97,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,3.41E6,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,24019,hypothetical protein
180,538,KNOT_19549075,46.84,13,6,0,3,0,3,0,6,6,0,6,6,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,3.86E5,,,,3,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,,18404,ATP synthase subunit beta
1780,327,KNOT_10328654,46.62,20,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,,,,,,,,,,,,4.83E3,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,11490,Triosephosphate isomerase
924,176,KNOT_8746722,46.58,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,1.32E5,,0E0,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,23117,Triosephosphate isomerase
1834,97,KNOT_7499534,46.50,21,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2.73E4,,,,,,,,,,,,,,,,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12576,hypothetical protein
200,77,KNOT_11446687,46.33,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,,2.26E6,3.4E5,,,,,3.92E5,1.84E3,,,,,,,5.83E5,,,4,4,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,,150052,hypothetical protein
40,209,KNOT_24770482,46.32,11,4,8,0,0,2,0,2,4,2,4,6,2,0,0,0,0,0,0,0,0,4.3E4,2.6E5,,,,,3.51E4,7.41E6,6.89E5,9.77E4,4.49E5,9.9E3,,,,,,,,,5,5,1,4,0,0,1,0,3,4,4,2,3,1,0,0,0,0,0,0,0,0,Oxidation (M),52369,hypothetical protein
71,718,KNOT_8691300,46.28,5,5,0,5,5,5,0,5,5,0,3,4,0,0,0,0,0,0,0,0,0,2.77E6,,1.22E8,1.93E5,3.27E7,,6.87E5,7.42E5,,2.07E5,3.54E5,,,,,,,,,,5,5,4,0,3,2,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,,37632,hypothetical protein
130,227,KNOT_7039069,46.22,4,3,2,1,2,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,2.96E5,2.48E5,,1.23E5,,,2.03E5,,,,,,,,,,2.82E5,,,,4,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,,82776,ATP-dependent Clp protease ATP-binding subunit ClpA
136,81,KNOT_3249227,45.94,7,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5,2,2,2,,0E0,,,,,,,,,,,,,,,7.16E5,,,,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,1,1,,35889,Glyceraldehyde-3-phosphate dehydrogenase
607,292,GROUPS_10063717,45.91,12,0,0,7,0,0,0,0,0,0,0,0,7,7,0,0,0,5,0,0,0,,,1.03E3,,,,,,,,,7.37E2,0E0,,,,4.33E5,,,,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,17839,hypothetical protein
